None,ticker,dimension,datekey,price,netinc,liabilities,equityusd,epsusd,revenueusd,netinccmnusd,debtusd,marketcap,equity,assets,fcf,gp,netmargin,pb,NPGR,BTMkt,equitymultiplier,ROE
14,EFX,ARQ,2016-04-29,120.25,102100000.0,4200100000,2487300000,0.86,728300000.0,102100000.0,3069200000,14311422317.0,2487300000,6732900000,50100000.0,475000000.0,0.14,5.754,-0.2820763956904995,0.17379823925993923,2.7069111084308286,0.04104852651469465
15,EFX,ARQ,2016-02-24,104.44,111900000.0,2158600000,2310900000,0.93,666300000.0,111900000.0,1195200000,12397713649.0,2310900000,4509000000,152700000.0,441300000.0,0.168,5.365,0.08757819481680071,0.18639727174101955,1.951187848890043,0.048422692457484096
16,EFX,ARQ,2015-10-22,103.29,117900000.0,2273900000,2227900000,1.0,667400000.0,117900000.0,1332700000,12237346687.0,2227900000,4541400000,208800000.0,440900000.0,0.177,5.493,0.05089058524173028,0.18205743916422232,2.038421832218681,0.0529197899367117
17,EFX,ARQ,2015-07-23,100.13,111000000.0,2378900000,2167600000,0.94,678100000.0,111000000.0,1480900000,11839803862.0,2167600000,4585500000,153100000.0,457300000.0,0.164,5.462,-0.062162162162162166,0.18307735713063117,2.1154733345635726,0.051208710094113305
18,EFX,ARQ,2015-04-23,98.4,88300000.0,2405300000,2147300000,0.74,651800000.0,88300000.0,1523300000,11710239206.0,2147300000,4595000000,81300000.0,436700000.0,0.135,5.453,-0.2570781426953567,0.18336943953286483,2.1398966143529083,0.04112140828016579
19,EFX,ARQ,2015-02-25,93.08,98000000.0,2439600000,2200100000,0.81,624600000.0,98000000.0,1526100000,11121836743.0,2200100000,4674200000,180300000.0,410000000.0,0.157,5.055,0.09897959183673469,0.19781804488226518,2.1245397936457433,0.044543429844097995
20,EFX,ARQ,2014-10-23,72.78,92700000.0,2336100000,2334000000,0.77,613400000.0,92700000.0,1554600000,8776287653.0,2334000000,4707100000,169400000.0,402400000.0,0.151,3.76,-0.05717367853290183,0.2659438810898784,2.01675235646958,0.0397172236503856
21,EFX,ARQ,2014-07-24,76.61,92800000.0,2325100000,2403200000,0.76,613900000.0,92800000.0,1555400000,9329355582.0,2403200000,4766300000,133600000.0,401600000.0,0.151,3.882,0.0010775862068965517,0.25759549830394707,1.983313914780293,0.03861517976031957
22,EFX,ARQ,2014-04-24,69.08,83900000.0,2354600000,2355200000,0.69,584500000.0,83900000.0,1634000000,8429806150.0,2355200000,4750100000,46500000.0,377700000.0,0.144,3.579,-0.10607866507747318,0.27938958003203906,2.0168563179347827,0.035623301630434784
0,EL,ARQ,2019-10-31,193.27,595000000.0,10873000000,4530000000,1.65,3895000000.0,595000000.0,6096000000,69541165388.0,4530000000,15431000000,-295000000.0,2987000000.0,0.153,15.351,,0.0651412724351855,3.406401766004415,0.13134657836644592
1,EL,ARQ,2019-08-23,197.15,157000000.0,8745000000,4386000000,0.44,3590000000.0,157000000.0,3412000000,71123111051.0,4386000000,13156000000,460000000.0,2755000000.0,0.044,16.216,-2.789808917197452,0.06166771862461059,2.999544003647971,0.035795713634290925
2,EL,ARQ,2019-05-01,170.3,555000000.0,8314000000,4588000000,1.53,3744000000.0,555000000.0,3399000000,61626898330.0,4588000000,12931000000,334000000.0,2925000000.0,0.148,13.432,0.7171171171171171,0.0744480109226357,2.8184394071490844,0.12096774193548387
3,EL,ARQ,2019-02-05,152.02,573000000.0,8343000000,4306000000,1.58,4005000000.0,573000000.0,3391000000,54903924922.0,4306000000,12676000000,1228000000.0,3095000000.0,0.143,12.751,0.031413612565445025,0.07842790849866156,2.9437993497445425,0.13307013469577333
4,EL,ARQ,2018-10-31,137.44,500000000.0,8113000000,4406000000,1.36,3524000000.0,500000000.0,3544000000,49870453373.0,4406000000,12543000000,-247000000.0,2701000000.0,0.142,11.319,-0.146,0.08834890605557279,2.8467998184294143,0.11348161597821153
5,EL,ARQ,2018-08-24,135.59,186000000.0,7857000000,4688000000,0.51,3295000000.0,186000000.0,3544000000,49787862934.0,4688000000,12567000000,381000000.0,2598000000.0,0.056,10.62,-1.6881720430107527,0.09415949437746558,2.680674061433447,0.03967576791808874
6,EL,ARQ,2018-05-02,132.59,372000000.0,8035000000,4711000000,1.01,3370000000.0,372000000.0,3659000000,48665689342.0,4711000000,12772000000,376000000.0,2687000000.0,0.11,10.33,0.5,0.09680331386848888,2.7111016769263427,0.07896412651241774
7,EL,ARQ,2018-02-02,134.39,123000000.0,8015000000,4565000000,0.33,3744000000.0,123000000.0,3787000000,49425575758.0,4565000000,12604000000,1210000000.0,2991000000.0,0.033,10.827,-2.024390243902439,0.09236108897044282,2.7610076670317634,0.026944140197152244
8,EL,ARQ,2017-11-01,122.12,427000000.0,7449000000,4731000000,1.16,3274000000.0,427000000.0,3935000000,44969117339.0,4731000000,12202000000,-23000000.0,2563000000.0,0.13,9.505,0.711943793911007,0.1052055339297706,2.579158740224054,0.09025575988163179
9,EL,ARQ,2017-08-25,106.5,229000000.0,7166000000,4384000000,0.62,2894000000.0,229000000.0,3572000000,39187329975.0,4384000000,11568000000,360000000.0,2281000000.0,0.079,8.939,-0.8646288209606987,0.11187289368264748,2.6386861313868613,0.05223540145985402
10,EL,ARQ,2017-05-03,91.3,298000000.0,7310000000,4119000000,0.81,2857000000.0,298000000.0,3896000000,33583092094.0,4119000000,11445000000,320000000.0,2266000000.0,0.104,8.153,0.23154362416107382,0.12265100510908303,2.778587035688274,0.07234765719834911
11,EL,ARQ,2017-02-02,82.0,428000000.0,7404000000,3793000000,1.17,3208000000.0,428000000.0,4033000000,30045276912.0,3793000000,11212000000,851000000.0,2571000000.0,0.133,7.921,0.3037383177570093,0.12624280385597267,2.9559715264961772,0.1128394410756657
12,EL,ARQ,2016-11-02,81.6,294000000.0,5673000000,3657000000,0.8,2865000000.0,294000000.0,2500000000,29901535416.0,3657000000,9348000000,-223000000.0,2269000000.0,0.103,8.177,-0.4557823129251701,0.12230141192158238,2.5561936013125512,0.08039376538146022
13,EL,ARQ,2016-08-24,90.5,93500000.0,5636000000,3571900000,0.25,2646300000.0,93500000.0,2241500000,33097045596.0,3571900000,9223300000,281600000.0,2135600000.0,0.035,9.266,-2.144385026737968,0.1079220194938393,2.5821831518239593,0.026176544696100115
14,EL,ARQ,2016-05-03,93.29,265600000.0,4993900000,3811800000,0.72,2656500000.0,265600000.0,1925300000,34446195202.0,3811800000,8816300000,242900000.0,2152300000.0,0.1,9.037,0.6479668674698795,0.110659536638133,2.312896794165486,0.06967836717561257
15,EL,ARQ,2016-02-05,90.99,446200000.0,4966600000,3603800000,1.21,3124800000.0,446200000.0,1981700000,33536744616.0,3603800000,8582100000,820600000.0,2535800000.0,0.143,9.306,0.4047512326311071,0.10745825336549415,2.3814029635384872,0.1238137521505078
16,EL,ARQ,2015-11-02,86.97,309300000.0,4923400000,3490400000,0.83,2834700000.0,309300000.0,2066200000,32112543977.0,3490400000,8425400000,-81700000.0,2257500000.0,0.109,9.2,-0.44261235046880054,0.10869272775460993,2.413878065551226,0.08861448544579417
17,EL,ARQ,2015-08-20,82.18,153000000.0,4584900000,3643200000,0.41,2524400000.0,153000000.0,1637300000,30645488220.0,3643200000,8239200000,365100000.0,2036400000.0,0.061,8.412,-1.0215686274509803,0.11888210015927754,2.2615283267457182,0.04199604743083004
18,EL,ARQ,2015-05-05,86.9,272100000.0,4230200000,3855100000,0.72,2580500000.0,272100000.0,1452800000,32882819309.0,3855100000,8095100000,298900000.0,2077600000.0,0.105,8.53,0.43770672546857775,0.11723751433153003,2.0998417680475217,0.07058182667116288
19,EL,ARQ,2015-02-05,78.4,435700000.0,4027300000,3818000000,1.15,3044500000.0,435700000.0,1389200000,29640777219.0,3818000000,7856600000,757300000.0,2471400000.0,0.143,7.763,0.37548772090888227,0.12880903802861918,2.057778941854374,0.114117338920901
20,EL,ARQ,2014-11-04,72.0,228100000.0,3870100000,3780200000,0.6,2631000000.0,228100000.0,1333000000,27332210520.0,3780200000,7664300000,49000000.0,2094400000.0,0.087,7.23,-0.9101271372205173,0.13830568139499314,2.0274853182371304,0.060340722713083966
21,EL,ARQ,2014-08-20,76.58,257700000.0,3999400000,3854900000,0.68,2725300000.0,257700000.0,1343100000,29200593443.0,3854900000,7868800000,198400000.0,2191500000.0,0.095,7.575,0.11486224291812185,0.13201444030666099,2.0412462061272665,0.06684998313834341
22,EL,ARQ,2014-05-02,75.62,213200000.0,3963600000,3667300000,0.55,2549800000.0,213200000.0,1346100000,28947224309.0,3667300000,7646000000,261100000.0,2051100000.0,0.084,7.893,-0.20872420262664165,0.12668917616601316,2.0849126060044174,0.058135412974122655
0,EMN,ARQ,2019-11-01,78.97,266000000.0,10040000000,6020000000,1.95,2325000000.0,266000000.0,6209000000,10738278609.0,6020000000,16137000000,306000000.0,574000000.0,0.114,1.784,,0.560611269198631,2.680564784053156,0.044186046511627906
1,EMN,ARQ,2019-08-06,67.68,258000000.0,10310000000,5869000000,1.87,2363000000.0,258000000.0,6355000000,9271763937.0,5869000000,16256000000,330000000.0,589000000.0,0.109,1.58,-0.031007751937984496,0.63299713408137,2.769807462940876,0.0439597887203953
2,EMN,ARQ,2019-05-03,79.55,209000000.0,10442000000,5843000000,1.5,2380000000.0,209000000.0,6464000000,11023926994.0,5843000000,16361000000,-111000000.0,574000000.0,0.088,1.887,-0.23444976076555024,0.5300289092244691,2.8001026869758685,0.0357692965942153
3,EMN,ARQ,2019-02-27,83.8,34000000.0,10117000000,5803000000,0.27,2376000000.0,34000000.0,6168000000,11713340422.0,5803000000,15995000000,593000000.0,466000000.0,0.014,2.018,-5.147058823529412,0.4954180268765009,2.756332931242461,0.005859038428399104
4,EMN,ARQ,2018-10-29,76.39,412000000.0,10367000000,5920000000,2.93,2547000000.0,412000000.0,6626000000,10697816401.0,5920000000,16362000000,258000000.0,728000000.0,0.162,1.807,0.9174757281553398,0.5533839596879431,2.7638513513513514,0.06959459459459459
5,EMN,ARQ,2018-08-03,101.99,344000000.0,10486000000,5697000000,2.42,2621000000.0,344000000.0,6695000000,14409151892.0,5697000000,16260000000,327000000.0,704000000.0,0.131,2.529,-0.19767441860465115,0.3953737210004004,2.8541337546076884,0.06038265753905565
6,EMN,ARQ,2018-05-07,105.07,290000000.0,10746000000,5545000000,2.03,2607000000.0,290000000.0,6900000000,14986668066.0,5545000000,16366000000,-163000000.0,581000000.0,0.111,2.703,-0.18620689655172415,0.3699955170542442,2.951487826871055,0.05229936880072137
7,EMN,ARQ,2018-03-01,100.41,491000000.0,10519000000,5403000000,3.41,2362000000.0,491000000.0,6540000000,14355284238.0,5403000000,15999000000,435000000.0,487000000.0,0.208,2.657,0.4093686354378819,0.376377082503018,2.9611327040533038,0.09087543957060892
8,EMN,ARQ,2017-11-02,91.13,323000000.0,10925000000,5023000000,2.24,2465000000.0,323000000.0,6694000000,13098515781.0,5023000000,16024000000,369000000.0,691000000.0,0.131,2.608,-0.5201238390092879,0.3834785623029208,3.190125423053952,0.06430420067688632
9,EMN,ARQ,2017-08-04,84.07,292000000.0,11074000000,4812000000,2.01,2419000000.0,292000000.0,6881000000,12179985769.0,4812000000,15964000000,285000000.0,651000000.0,0.121,2.531,-0.10616438356164383,0.3950743532268572,3.3175394846217787,0.060681629260182876
10,EMN,ARQ,2017-05-05,79.61,278000000.0,11028000000,4651000000,1.9,2303000000.0,278000000.0,6883000000,11609291451.0,4651000000,15755000000,-81000000.0,625000000.0,0.121,2.496,-0.050359712230215826,0.40062737847789776,3.3874435605246185,0.05977209202322081
11,EMN,ARQ,2017-02-27,79.97,116000000.0,10849000000,4532000000,0.8,2188000000.0,116000000.0,6594000000,11714719252.0,4532000000,15457000000,143000000.0,490000000.0,0.053,2.585,-1.396551724137931,0.38686373121799505,3.4106354810238306,0.02559576345984113
12,EMN,ARQ,2016-11-04,71.26,232000000.0,10973000000,4441000000,1.57,2287000000.0,232000000.0,6608000000,10457467281.0,4441000000,15489000000,309000000.0,621000000.0,0.101,2.355,0.5,0.4246726172472736,3.4877279891916233,0.05224048637694213
13,EMN,ARQ,2016-08-03,64.92,255000000.0,11129000000,4375000000,1.73,2297000000.0,255000000.0,6804000000,9589462066.0,4375000000,15582000000,370000000.0,605000000.0,0.111,2.192,0.09019607843137255,0.45622997097113704,3.5616,0.05828571428571429
14,EMN,ARQ,2016-05-05,75.29,251000000.0,11331000000,4204000000,1.7,2236000000.0,251000000.0,7078000000,11130620249.0,4204000000,15616000000,-63000000.0,634000000.0,0.112,2.648,-0.01593625498007968,0.3776968314391731,3.714557564224548,0.059705042816365364
15,EMN,ARQ,2016-02-25,64.54,124000000.0,11590000000,3941000000,0.84,2225000000.0,124000000.0,7039000000,9539837402.0,3941000000,15611000000,338000000.0,509000000.0,0.056,2.421,-1.0241935483870968,0.4131097663335206,3.9611773661507232,0.03146409540725704
16,EMN,ARQ,2015-11-03,72.69,256000000.0,11924000000,3877000000,1.73,2447000000.0,256000000.0,7280000000,10802281138.0,3877000000,15880000000,207000000.0,695000000.0,0.105,2.786,0.515625,0.3589056746876902,4.095950477173072,0.06603043590404953
17,EMN,ARQ,2015-07-30,78.59,297000000.0,12041000000,3764000000,2.0,2533000000.0,297000000.0,7323000000,11683530009.0,3764000000,15886000000,450000000.0,720000000.0,0.117,3.104,0.13804713804713806,0.32216290770858924,4.220510095642933,0.07890541976620616
18,EMN,ARQ,2015-05-05,79.54,171000000.0,12312000000,3443000000,1.15,2443000000.0,171000000.0,7644000000,11824266467.0,3443000000,15834000000,-35000000.0,656000000.0,0.07,3.434,-0.7368421052631579,0.2911808533416401,4.598896311356375,0.04966598896311356
19,EMN,ARQ,2015-02-27,74.46,16000000.0,12482000000,3510000000,0.13,2349000000.0,16000000.0,7549000000,11068289574.0,3510000000,16072000000,271000000.0,333000000.0,0.007,3.153,-9.6875,0.3171221692866779,4.578917378917379,0.004558404558404558
20,EMN,ARQ,2014-11-04,80.52,210000000.0,8156000000,3901000000,1.41,2413000000.0,210000000.0,4563000000,11959425926.0,3901000000,12135000000,407000000.0,636000000.0,0.087,3.066,0.9238095238095239,0.3261862253370505,3.110740835683158,0.053832350679312996
21,EMN,ARQ,2014-07-30,81.29,292000000.0,8279000000,3882000000,1.96,2460000000.0,292000000.0,4773000000,12122883133.0,3882000000,12238000000,287000000.0,657000000.0,0.119,3.123,0.2808219178082192,0.32022085484208884,3.1524987120041215,0.07521895929933024
22,EMN,ARQ,2014-04-29,86.19,233000000.0,8139000000,3729000000,1.54,2305000000.0,233000000.0,4635000000,12949365134.0,3729000000,11947000000,-153000000.0,595000000.0,0.101,3.473,-0.2532188841201717,0.28796778540201134,3.203807991418611,0.06248323947438992
0,EOG,ARQ,2019-11-06,71.42,615122000.0,15417989000,21124280000,1.06,4303455000.0,615122000.0,5561663000,41549591665.0,21124280000,36542269000,570810000.0,2260227000.0,0.143,1.967,,0.508411253961718,1.7298705091960531,0.029119193648256887
1,EOG,ARQ,2019-08-01,81.07,847841000.0,15121225000,20630276000,1.47,4697630000.0,847841000.0,5575707000,47074354355.0,20630276000,35751501000,1123601000.0,2558921000.0,0.18,2.282,0.27448424881552086,0.43824872975254636,1.7329628067021499,0.04109692958058341
2,EOG,ARQ,2019-05-02,89.17,635426000.0,15759738000,19903797000,1.1,4058642000.0,635426000.0,6477205000,51747545920.0,19903797000,35663535000,-392667000.0,2164383000.0,0.157,2.6,-0.3342875488255123,0.38463267477013524,1.791795555390763,0.03192486338159498
3,EOG,ARQ,2019-02-26,93.91,892768000.0,14570286000,19364188000,1.55,4574536000.0,892768000.0,6083262000,54472798360.0,19364188000,33934474000,783069000.0,2570042000.0,0.195,2.813,0.2882518190616151,0.35548362821432256,1.7524346489509397,0.046104076246316135
4,EOG,ARQ,2018-11-01,106.89,1190952000.0,15099266000,18538470000,2.06,4781624000.0,1190952000.0,6434823000,61985836053.0,18538470000,33637736000,540425000.0,2822634000.0,0.249,3.344,0.2503744903237074,0.2990759047623231,1.814482856460107,0.06424219474422646
5,EOG,ARQ,2018-08-02,125.93,696731000.0,14639986000,17452394000,1.21,4238077000.0,696731000.0,6434797000,72938754729.0,17452394000,32092380000,257684000.0,2211142000.0,0.164,4.179,-0.7093426300824852,0.2392746361634967,1.8388525952370776,0.03992180098615697
6,EOG,ARQ,2018-05-03,116.01,638589000.0,13899878000,16840639000,1.11,3681162000.0,638589000.0,6434759000,67153695701.0,16840639000,30740517000,110955000.0,1996406000.0,0.173,3.988,-0.09104760651999956,0.2507775458104716,1.8253771130656027,0.03791952312498356
7,EOG,ARQ,2018-02-27,106.94,2430468000.0,13549805000,16283273000,4.23,3340439000.0,2430468000.0,6387071000,61879370520.0,16283273000,29833078000,270852000.0,1809388000.0,0.728,3.8,0.7372567752383492,0.26314542089171855,1.8321303094285775,0.14926163800115616
8,EOG,ARQ,2017-11-02,102.95,100541000.0,14883041000,13922264000,0.17,2644844000.0,100541000.0,6387006000,59527669729.0,13922264000,28805305000,-132690000.0,1383160000.0,0.038,4.276,-23.173899205299332,0.23387886781695258,2.0690101121484266,0.007221598441173074
9,EOG,ARQ,2017-08-01,94.46,23053000.0,15361902000,13901715000,0.04,2612472000.0,23053000.0,6986804000,54545749321.0,13901715000,29263617000,51446000.0,1345558000.0,0.009,3.924,-3.361297878801024,0.25486339766255384,2.1050364649253708,0.0016582846073308222
10,EOG,ARQ,2017-05-08,91.69,28517000.0,15283743000,13928231000,0.05,2610565000.0,28517000.0,6986587000,52929745097.0,13928231000,29211974000,-48514000.0,1401394000.0,0.011,3.8,0.1916050075393625,0.2631456277462677,2.097321188886083,0.0020474244001266206
11,EOG,ARQ,2017-02-27,97.91,-142352000.0,15477852000,13981581000,-0.24,2402039000.0,-142352000.0,6986358000,56477628659.0,13981581000,29459433000,63840000.0,1299917000.0,-0.059,4.039,1.200327357536248,0.24755963258333374,2.107017296541786,-0.010181395079712373
12,EOG,ARQ,2016-11-03,92.08,-190000000.0,13756609000,11798312000,-0.35,2118504000.0,-190000000.0,6986117000,53080224371.0,11798312000,25554921000,105824000.0,1095782000.0,-0.09,4.499,0.25077894736842105,0.22227321266648456,2.1659811166207503,-0.016103998605902267
13,EOG,ARQ,2016-08-04,84.24,-292558000.0,13773837000,12056701000,-0.53,1775740000.0,-292558000.0,6985865000,46386210883.0,12056701000,25830538000,-111796000.0,868776000.0,-0.165,3.847,0.350556129041079,0.2599199367762681,2.142421712208008,-0.02426517834356181
14,EOG,ARQ,2016-05-05,81.26,-471776000.0,13932935000,12405488000,-0.86,1354349000.0,-471776000.0,6985608000,44715470097.0,12405488000,26338423000,-281600000.0,553406000.0,-0.348,3.604,0.3798794343078071,0.277431680201262,2.1231267161759377,-0.038029620438954116
15,EOG,ARQ,2016-02-25,68.5,-284296000.0,14032209000,12943035000,-0.52,1796761000.0,-284296000.0,6660264000,37667012215.0,12943035000,26975244000,-226990000.0,839335000.0,-0.158,2.91,-0.6594535273095646,0.3436172459371689,2.084151360171706,-0.02196517277439179
16,EOG,ARQ,2015-11-05,86.47,-4075739000.0,13993024000,13284223000,-7.47,2172428000.0,-4075739000.0,6430210000,47533180979.0,13284223000,27277247000,-225483000.0,1034615000.0,-1.876,3.578,0.9302467601580965,0.2794726278863795,2.053356602038373,-0.3068104924164552
17,EOG,ARQ,2015-08-06,77.68,5268000.0,16456853000,17427243000,0.01,2469701000.0,5268000.0,6400464000,42659639712.0,17427243000,33884096000,-380473000.0,1265589000.0,0.002,2.448,774.6786256643887,0.40851828842562354,1.9443176410634775,0.0003022853356666915
18,EOG,ARQ,2015-05-04,99.39,-169748000.0,17221956000,17470498000,-0.31,2318538000.0,-169748000.0,6900269000,54558599557.0,17470498000,34692454000,-585052000.0,1039404000.0,-0.073,3.123,1.031034238989561,0.32021529404814963,1.9857736167566602,-0.009716265672564114
19,EOG,ARQ,2015-02-18,95.31,444588000.0,17050105000,17712582000,0.81,4645497000.0,444588000.0,5909933000,52272293236.0,17712582000,34762687000,103846000.0,3103824000.0,0.096,2.951,1.3818096754748217,0.338852208377981,1.9625985076596963,0.0251001237425464
20,EOG,ARQ,2014-11-04,90.28,1103618000.0,16780985000,17719898000,2.03,5118616000.0,1103618000.0,5909811000,49474289896.0,17719898000,34500883000,223714000.0,3232577000.0,0.216,2.792,0.59715408773688,0.35816376621572604,1.9470136340513924,0.06228128401190571
21,EOG,ARQ,2014-08-05,108.63,706353000.0,16594046000,16708388000,1.3,4187556000.0,706353000.0,5909678000,59470092486.0,16708388000,33302434000,-290287000.0,2518976000.0,0.169,3.559,-0.5624170917374174,0.2809544646989302,1.9931566109190186,0.04227535295445617
22,EOG,ARQ,2014-05-06,103.63,660928000.0,16107974000,16033314000,1.22,4083671000.0,660928000.0,5909531000,56634398748.0,16033314000,32141288000,365077000.0,2471024000.0,0.162,3.532,-0.06872912026726058,0.2831020431830082,2.004656554471521,0.041222170288687666
0,EQIX,ARQ,2019-11-01,562.24,120850000.0,14081302000,8761111000,1.42,1396810000.0,120850000.0,12259682000,47947185684.0,8761111000,22842333000,-57828000.0,692471000.0,0.087,5.473,,0.18272419694746728,2.6072415929897477,0.01379391266701221
1,EQIX,ARQ,2019-08-02,524.09,143527000.0,14137276000,8749242000,1.7,1384977000.0,143527000.0,12267772000,44452901341.0,8749242000,22886505000,98752000.0,686798000.0,0.104,5.081,0.1579981466901698,0.1968204939624573,2.6158271768000017,0.01640450681327594
2,EQIX,ARQ,2019-05-03,476.99,118078000.0,14066303000,8425112000,1.44,1363218000.0,118078000.0,12398360000,40100566949.0,8425112000,22491091000,57174000.0,681188000.0,0.087,4.76,-0.21552702450922273,0.21009957317349348,2.669530209212649,0.01401500656608482
3,EQIX,ARQ,2019-02-22,428.54,110022000.0,13025359000,7219279000,1.37,1310083000.0,110022000.0,11332497000,34654071801.0,7219279000,20244638000,-122036000.0,639148000.0,0.084,4.8,-0.07322171929250514,0.20832411964332792,2.8042465182464897,0.015240026046922414
4,EQIX,ARQ,2018-11-02,392.43,124825000.0,13127898000,7160173000,1.56,1283751000.0,124825000.0,11354583000,31547643523.0,7160173000,20288071000,-128379000.0,623442000.0,0.097,4.406,0.11859002603645104,0.22696379825579785,2.8334610071572293,0.017433237995785857
5,EQIX,ARQ,2018-08-08,447.5,67618000.0,13145761000,6924527000,0.85,1261943000.0,67618000.0,11390006000,35579847005.0,6924527000,20070288000,18489000.0,610142000.0,0.054,5.138,-0.8460321216244195,0.19461935851008305,2.8984345067901387,0.009764999111130624
6,EQIX,ARQ,2018-05-04,403.88,62894000.0,12801377000,7140551000,0.79,1215877000.0,62894000.0,11103831000,32091404955.0,7140551000,19941928000,-48822000.0,593447000.0,0.052,4.494,-0.07511050338665055,0.22250664967809292,2.7927715942369153,0.0088080037520914
7,EQIX,ARQ,2018-02-26,394.18,65215000.0,11841667000,6849790000,0.83,1200221000.0,65215000.0,10080419000,31230121421.0,6849790000,18691457000,62202000.0,580596000.0,0.054,4.559,0.03558997163229318,0.21933280078104375,2.7287635095382488,0.009520729832593408
8,EQIX,ARQ,2017-11-03,486.65,79900000.0,11766279000,6542217000,1.02,1152261000.0,79900000.0,10025630000,38072428645.0,6542217000,18308496000,70276000.0,569901000.0,0.069,5.819,0.18379224030037547,0.1718360827727017,2.7985155490868006,0.012212985292294646
9,EQIX,ARQ,2017-08-04,445.58,45805000.0,10950274000,6523663000,0.59,1066421000.0,45805000.0,9289119000,34730786570.0,6523663000,17473937000,-42099000.0,544218000.0,0.043,5.324,-0.7443510533784521,0.1878351642526592,2.678546853201951,0.007021362078329306
10,EQIX,ARQ,2017-05-05,426.25,42062000.0,10666845000,6517839000,0.58,949525000.0,42062000.0,9181369000,33209940981.0,6517839000,17184684000,-29871000.0,480564000.0,0.044,5.095,-0.08898768484617944,0.19626168573226227,2.6365615965659783,0.006453365908547296
11,EQIX,ARQ,2017-02-27,377.24,61750000.0,8242542000,4365829000,0.87,942647000.0,61750000.0,6759573000,27024463351.0,4365829000,12608371000,-87011000.0,476726000.0,0.066,6.19,0.318834008097166,0.1615509970834795,2.8879672108092187,0.014143934634178297
12,EQIX,ARQ,2016-11-04,340.52,51450000.0,8473847000,4623710000,0.73,924676000.0,51450000.0,6925310000,24306078214.0,4623710000,13097557000,54695000.0,454374000.0,0.056,5.257,-0.2001943634596696,0.19022854938962552,2.8326943082503013,0.01112742797450532
13,EQIX,ARQ,2016-08-08,364.3,44711000.0,8563580000,4705465000,0.64,900510000.0,44711000.0,7001225000,25892464758.0,4705465000,13269045000,28961000.0,443543000.0,0.05,5.503,-0.15072353559526738,0.1817310574323038,2.8199221543460635,0.009501930202434828
14,EQIX,ARQ,2016-05-09,341.04,-31111000.0,8676730000,4819105000,-0.46,844156000.0,-31111000.0,7181791000,23677703293.0,4819105000,13495835000,-93430000.0,416476000.0,-0.037,4.913,2.437144418372923,0.20352924185111756,2.800485774848234,-0.006455763051437974
15,EQIX,ARQ,2016-02-26,306.77,10731000.0,7611309000,2745386000,0.14,730462000.0,10731000.0,6521020000,21174925639.0,2745386000,10356695000,-45494000.0,378494000.0,0.015,7.713,3.8991706271549718,0.1296526867109061,3.77240031092167,0.003908739973176814
16,EQIX,ARQ,2015-10-30,296.68,41132000.0,6217013000,1488653000,0.72,686649000.0,41132000.0,4636412000,16995511389.0,1488653000,7705666000,-1645000.0,361181000.0,0.06,11.417,0.7391082368958475,0.08759095068851534,5.176267404156643,0.02763034770359513
17,EQIX,ARQ,2015-07-31,278.91,59459000.0,5623428000,2202590000,1.04,665582000.0,59459000.0,4710030000,15886280174.0,2202590000,7826018000,-8879000.0,349825000.0,0.089,7.213,0.3082291999529087,0.13864730924265267,3.553097943784363,0.026995037660209116
18,EQIX,ARQ,2015-05-01,258.88,76452000.0,5565965000,2161729000,1.35,643174000.0,76452000.0,4666650000,14735998943.0,2161729000,7727694000,82691000.0,344861000.0,0.119,6.817,0.22227018259823156,0.14669714678738355,3.5747746364137227,0.03536613516310324
19,EQIX,ARQ,2015-03-02,223.64,-355103000.0,5547302000,2270131000,-6.82,638121000.0,-355103000.0,4679409000,12629783412.0,2270131000,7817433000,-36180000.0,324672000.0,-0.556,5.563,1.2152952805242423,0.17974425419228243,3.4436043558719738,-0.15642401253495944
20,EQIX,ARQ,2014-11-07,214.03,42841000.0,4864320000,2597680000,0.81,620441000.0,42841000.0,3983655000,11412571869.0,2597680000,7462000000,60438000.0,316389000.0,0.069,4.393,9.288858803482645,0.2276156531426615,2.872563210249145,0.01649202365187398
21,EQIX,ARQ,2014-08-08,210.4,11328000.0,4729396000,2683059000,0.22,605161000.0,11328000.0,3936175000,11192039271.0,2683059000,7639611000,-60852000.0,312302000.0,0.019,4.171,-2.7818679378531073,0.23972923388074127,2.847351101857991,0.004222046552088493
22,EQIX,ARQ,2014-05-02,186.83,41387000.0,5086633000,2517006000,0.83,580053000.0,41387000.0,4279371000,9308410352.0,2517006000,7730598000,65811000.0,292528000.0,0.071,3.698,0.7262908642810544,0.27040127205599584,3.071346671402452,0.016442948487210597
0,EQR,ARQ,2019-10-30,88.85,267106000.0,10152058000,10182636000,0.72,685145000.0,266333000.0,9325248000,32994839417.0,10182636000,21054056000,114883000.0,460693000.0,0.389,3.24,,0.30861298857401254,2.067642995389406,0.026231518046996867
1,EQR,ARQ,2019-08-02,80.48,308968000.0,10175125000,10153529000,0.83,669517000.0,308196000.0,9412041000,29846226745.0,10153529000,20990711000,219155000.0,445241000.0,0.46,2.939,0.13548975945729008,0.34019472835711045,2.06733156521245,0.03042961713114721
2,EQR,ARQ,2019-05-06,76.21,104539000.0,10069744000,10046886000,0.28,662494000.0,103766000.0,9234907000,28238520362.0,10046886000,20768811000,33042000.0,429586000.0,0.157,2.811,-1.9555285587197122,0.355786559324117,2.0671888782255516,0.010405114579781237
