None,ticker,dimension,datekey,price,netinc,liabilities,equityusd,epsusd,revenueusd,netinccmnusd,debtusd,marketcap,equity,assets,fcf,gp,netmargin,pb,NPGR,BTMkt,equitymultiplier,ROE
1,MCK,ARQ,2019-08-01,148.25,423000000.0,53612000000,7874000000,2.25,55728000000.0,423000000.0,9870000000,27412036531.0,7874000000,61680000000,-162000000.0,2787000000.0,0.008,3.481,2.7257683215130024,0.28724607860110546,7.8333756667513335,0.05372110744221489
2,MCK,ARQ,2019-05-15,126.31,-796000000.0,51385000000,8094000000,-4.02,52429000000.0,-796000000.0,7595000000,23994044138.0,8094000000,59672000000,3743000000.0,3201000000.0,-0.015,2.964,1.5314070351758795,0.33733371304345144,7.372374598468001,-0.09834445268099827
3,MCK,ARQ,2019-01-31,128.25,469000000.0,51622000000,9185000000,2.41,56208000000.0,469000000.0,9784000000,24601591134.0,9185000000,61011000000,-334000000.0,2970000000.0,0.008,2.678,2.697228144989339,0.37334983538142397,6.642460533478498,0.05106151333696244
4,MCK,ARQ,2018-10-25,121.99,499000000.0,51887000000,9326000000,2.52,53075000000.0,499000000.0,9088000000,23833945322.0,9326000000,61421000000,1276000000.0,2804000000.0,0.009,2.556,0.06012024048096192,0.391290651799541,6.5859961398241476,0.05350632639931375
5,MCK,ARQ,2018-07-26,127.06,-138000000.0,51635000000,9407000000,-0.68,52607000000.0,-138000000.0,9752000000,25382899575.0,9407000000,61282000000,-1206000000.0,2779000000.0,-0.003,2.698,4.615942028985507,0.3706038379187024,6.514510470925906,-0.014669926650366748
6,MCK,ARQ,2018-05-24,144.03,-1146000000.0,50324000000,9804000000,-5.48,51628000000.0,-1146000000.0,7880000000,29101403514.0,9804000000,60381000000,2834000000.0,3075000000.0,-0.022,2.968,0.8795811518324608,0.3368909680003415,6.158812729498164,-0.11689106487148103
7,MCK,ARQ,2018-02-01,166.27,903000000.0,52241000000,11734000000,4.35,53617000000.0,903000000.0,8794000000,34308040898.0,11734000000,64213000000,-153000000.0,2715000000.0,0.017,2.924,2.2691029900332227,0.3420189463713749,5.472387932503835,0.07695585478097836
8,MCK,ARQ,2017-10-27,135.62,1000000.0,52484000000,11143000000,0.01,52061000000.0,1000000.0,8321000000,28273306130.0,11143000000,63846000000,461000000.0,2834000000.0,0.0,2.537,-902.0,0.3941173327507136,5.729695773131113,8.974243919949744e-05
9,MCK,ARQ,2017-07-27,162.53,309000000.0,50303000000,11303000000,1.46,51051000000.0,309000000.0,7952000000,34173644103.0,11303000000,61816000000,623000000.0,2560000000.0,0.006,3.023,0.9967637540453075,0.3307519668061313,5.468990533486685,0.027337874900468902
10,MCK,ARQ,2017-05-22,155.42,3588000000.0,49696000000,11095000000,16.33,48713000000.0,3588000000.0,8545000000,32778464996.0,11095000000,60969000000,1242000000.0,2796000000.0,0.074,2.954,0.9138795986622074,0.33848442876607976,5.495178008111762,0.32338891392519153
11,MCK,ARQ,2017-01-26,138.55,633000000.0,50022000000,7692000000,2.87,50130000000.0,633000000.0,9123000000,29379874429.0,7692000000,57874000000,252000000.0,2812000000.0,0.013,3.82,-4.668246445497631,0.2618118746078593,7.523920956838274,0.08229329173166927
12,MCK,ARQ,2016-10-27,160.5,307000000.0,48692000000,9449000000,1.36,49957000000.0,307000000.0,8107000000,36286957080.0,9449000000,58315000000,943000000.0,2756000000.0,0.006,3.84,-1.0618892508143323,0.2603965931661967,6.171552545242883,0.03249021060429675
13,MCK,ARQ,2016-07-27,196.92,542000000.0,48413000000,9249000000,2.41,49733000000.0,542000000.0,8110000000,44445228979.0,9249000000,57904000000,1745000000.0,2907000000.0,0.011,4.805,0.43357933579335795,0.20809882663378954,6.260568710130825,0.05860092983025192
14,MCK,ARQ,2016-05-05,172.7,431000000.0,47555000000,8924000000,1.91,46678000000.0,431000000.0,8154000000,38861044322.0,8924000000,56563000000,2846000000.0,2852000000.0,0.009,4.355,-0.25754060324825984,0.22963870775207007,6.338301210219632,0.04829672792469745
15,MCK,ARQ,2016-01-27,166.92,634000000.0,46127000000,8876000000,2.76,47899000000.0,634000000.0,8718000000,38155737700.0,8876000000,55087000000,-828000000.0,2872000000.0,0.013,4.299,0.32018927444794953,0.2326255639397584,6.206286615592609,0.07142857142857142
16,MCK,ARQ,2015-10-29,186.25,617000000.0,46946000000,8788000000,2.66,48761000000.0,617000000.0,9388000000,42857818571.0,8788000000,55819000000,643000000.0,2844000000.0,0.013,4.877,-0.027552674230145867,0.2050501003788012,6.35172963131543,0.07020937642239418
17,MCK,ARQ,2015-07-29,226.85,576000000.0,46986000000,8853000000,2.49,47546000000.0,576000000.0,9796000000,52720669550.0,8853000000,55925000000,334000000.0,2848000000.0,0.012,5.955,-0.07118055555555555,0.1679227535531176,6.317067660679996,0.0650626906133514
18,MCK,ARQ,2015-05-12,229.55,132000000.0,45785000000,8001000000,0.57,43224000000.0,132000000.0,9844000000,53153113041.0,8001000000,53870000000,1743000000.0,2749000000.0,0.003,6.643,-3.3636363636363638,0.15052740173145412,6.732908386451694,0.016497937757780277
19,MCK,ARQ,2015-02-05,215.86,472000000.0,45954000000,9084000000,2.03,47005000000.0,472000000.0,10394000000,50261818303.0,9084000000,55110000000,931000000.0,2942000000.0,0.01,5.533,0.7203389830508474,0.18073361264484533,6.0667107001321,0.05195948921180097
20,MCK,ARQ,2014-10-28,201.2,469000000.0,41706000000,8931000000,2.02,44758000000.0,469000000.0,10572000000,46654608301.0,8931000000,52232000000,-170000000.0,2923000000.0,0.01,5.224,-0.006396588486140725,0.1914280351981558,5.8483932370395255,0.05251371626917478
21,MCK,ARQ,2014-07-31,191.86,403000000.0,42241000000,8979000000,1.75,44058000000.0,403000000.0,10673000000,44434625966.0,8979000000,53006000000,63000000.0,2797000000.0,0.009,4.949,-0.16377171215880892,0.2020721409215969,5.903329992204031,0.04488250361955674
22,MCK,ARQ,2014-05-14,178.2,371000000.0,41441000000,8522000000,1.61,38141000000.0,371000000.0,10719000000,41088777385.0,8522000000,51759000000,2545000000.0,2540000000.0,0.01,4.821,-0.0862533692722372,0.20740456500200147,6.073574278338418,0.04353438160056325
0,DE,ARQ,2019-08-29,152.72,899000000.0,61246000000,12266000000,2.84,10036000000.0,899000000.0,45432000000,48087379209.0,12266000000,73530000000,1443400000.0,3166000000.0,0.09,3.92,,0.2550773238584877,5.994619272786564,0.07329202674058373
1,DE,ARQ,2019-05-30,141.68,1134900000.0,60791300000,11919500000,3.57,11342400000.0,1134900000.0,44719400000,44911927541.0,11919500000,72729600000,-147700000.0,3587700000.0,0.1,3.768,0.20785972332364086,0.26539720409725714,6.1017324552204375,0.09521372540794497
2,DE,ARQ,2019-02-28,164.04,498500000.0,58571500000,11327800000,1.56,7983600000.0,498500000.0,43056700000,52245669967.0,11327800000,69918200000,-1938700000.0,2552000000.0,0.062,4.612,-1.276629889669007,0.21681796801830647,6.172266459506701,0.044006779780716467
3,DE,ARQ,2018-12-17,146.08,784900000.0,58802800000,11287800000,2.46,9415900000.0,784900000.0,42256100000,46536820711.0,11287800000,70108000000,1910300000.0,3035200000.0,0.083,4.123,0.3648872467830297,0.24255632051228374,6.210953418735271,0.06953525044738568
4,DE,ARQ,2018-08-30,143.32,910300000.0,59010200000,10356300000,2.81,10308300000.0,910300000.0,42370200000,46102249316.0,10356300000,69390100000,194400000.0,3155600000.0,0.088,4.452,0.1377567834779743,0.22463762947908483,6.70027905719224,0.08789818757664417
5,DE,ARQ,2018-05-31,149.51,1208300000.0,59438400000,10410300000,3.73,10720000000.0,1208300000.0,41574300000,48483783669.0,10410300000,69873000000,-252600000.0,3386700000.0,0.113,4.657,0.24662749317222543,0.21471715308094305,6.711910319587332,0.1160677406030566
6,DE,ARQ,2018-03-01,156.81,-535100000.0,57298600000,9252600000,-1.66,6913500000.0,-535100000.0,40593600000,50773173072.0,9252600000,66577500000,-1499200000.0,2209000000.0,-0.077,5.487,3.258082601382919,0.1822340310872269,7.195545035989884,-0.05783239305708666
7,DE,ARQ,2017-12-18,154.04,521100000.0,56211800000,9557300000,1.64,8017700000.0,521100000.0,40045300000,49692535340.0,9557300000,65786300000,1001400000.0,2590800000.0,0.065,5.199,2.0268662444828247,0.1923286854777734,6.883356178000063,0.05452376717273707
8,DE,ARQ,2017-08-31,115.93,641800000.0,53761000000,8572200000,2.0,7807800000.0,641800000.0,37474600000,37247944052.0,8572200000,62349900000,613600000.0,2542700000.0,0.082,4.345,0.18806481770021813,0.23013887660572027,7.273500384965353,0.07486992837311308
9,DE,ARQ,2017-06-02,124.91,802400000.0,51261000000,7684700000,2.51,8287000000.0,802400000.0,35441300000,39953974786.0,7684700000,58968800000,345300000.0,2842300000.0,0.097,5.199,0.2001495513459621,0.1923388108732737,7.673533124259893,0.10441526669876508
10,DE,ARQ,2017-02-24,108.62,193800000.0,49446900000,6825500000,0.61,5625200000.0,193800000.0,34578400000,34571916188.0,6825500000,56296600000,-912000000.0,1828400000.0,0.034,5.065,-3.1403508771929824,0.19742903352198765,8.24798183283276,0.028393524283935243
11,DE,ARQ,2016-12-19,102.25,285300000.0,51436600000,6520000000,0.91,6519700000.0,285300000.0,35674400000,32400226622.0,6520000000,57981400000,1946500000.0,2136100000.0,0.044,4.969,0.3207150368033649,0.20123316037465214,8.892852760736197,0.04375766871165644
12,DE,ARQ,2016-09-01,83.55,488800000.0,51152300000,7428400000,1.55,6724400000.0,488800000.0,37219400000,26270034883.0,7428400000,58606400000,1237900000.0,2230200000.0,0.073,3.536,0.41632569558101473,0.28277084644478734,7.889505142426364,0.0658015184965807
13,DE,ARQ,2016-05-26,80.27,495400000.0,51992600000,7164300000,1.57,7875400000.0,495400000.0,37865800000,25225560779.0,7164300000,59183300000,78200000.0,2344400000.0,0.063,3.521,0.013322567622123537,0.28400954344548013,8.260862889605404,0.06914841645380568
14,DE,ARQ,2016-02-25,79.6,254400000.0,49432400000,6590200000,0.8,5524500000.0,254400000.0,36238200000,25099931610.0,6590200000,56036200000,-1197200000.0,1684400000.0,0.046,3.809,-0.9473270440251572,0.26255848431771883,8.502958939030682,0.03860277381566569
15,DE,ARQ,2016-02-01,76.8,351100000.0,51190000000,6743400000,1.09,6715300000.0,351100000.0,36849400000,24322567987.0,6743400000,57947600000,1815200000.0,2044900000.0,0.052,3.607,0.27542010823127316,0.2772486854021431,8.593231900821545,0.0520657235222588
16,DE,ARQ,2015-12-18,74.97,351100000.0,51190000000,6743400000,1.09,6715300000.0,351100000.0,36849400000,23743006797.0,6743400000,57947600000,1815200000.0,2044900000.0,0.052,3.521,0.0,0.28401626035216604,8.593231900821545,0.0520657235222588
17,DE,ARQ,2015-08-27,82.39,511600000.0,51207200000,7723100000,1.54,7593700000.0,511600000.0,37144200000,27037618985.0,7723100000,58932200000,905300000.0,2235700000.0,0.067,3.501,0.313721657544957,0.2856427559055641,7.630640545894783,0.06624282995170333
18,DE,ARQ,2015-05-28,93.5,690500000.0,51418000000,8173800000,2.05,8170700000.0,690500000.0,37314500000,31216980295.0,8173800000,59594000000,-5200000.0,2476500000.0,0.085,3.819,0.25908761766835625,0.26183826631396473,7.2908561501382465,0.08447723213193374
19,DE,ARQ,2015-02-26,91.18,386800000.0,50041300000,8246000000,1.13,6383100000.0,386800000.0,36617300000,30955262331.0,8246000000,58290100000,-751700000.0,1962500000.0,0.061,3.754,-0.7851602895553258,0.26638443285754626,7.0688940092165895,0.04690759155954402
20,DE,ARQ,2014-12-19,90.1,649200000.0,52270900000,9062600000,1.86,8964800000.0,649200000.0,36958400000,31021033920.0,9062600000,61336400000,2163100000.0,2867600000.0,0.072,3.423,0.4041897720271103,0.2921437120171912,6.768079800498753,0.07163507161300289
21,DE,ARQ,2014-08-28,83.97,850700000.0,50916000000,10830000000,2.35,9500200000.0,850700000.0,36759100000,30096569049.0,10830000000,61748500000,1100300000.0,2888900000.0,0.09,2.779,0.2368637592570824,0.3598416810357273,5.701615881809787,0.07855032317636196
22,DE,ARQ,2014-05-29,91.1,980700000.0,50194800000,10665300000,2.67,9947900000.0,980700000.0,36259400000,33141538747.0,10665300000,60862400000,-333200000.0,3076100000.0,0.099,3.107,0.1325583766697257,0.32181064619292704,5.706581155710575,0.09195240640207027
0,PG,ARQ,2019-10-22,122.18,3593000000.0,67074000000,46984000000,1.41,17798000000.0,3593000000.0,29513000000,304693956025.0,46984000000,114058000000,3090000000.0,9075000000.0,0.202,6.485,,0.15420063007795595,2.4275923718712753,0.0764728418184914
1,PG,ARQ,2019-08-06,114.28,-5241000000.0,67516000000,47579000000,-2.13,17094000000.0,-5241000000.0,30092000000,285958234859.0,47579000000,115095000000,3337000000.0,8156000000.0,-0.307,6.01,1.685556191566495,0.16638443730588912,2.4190294037285356,-0.1101536392105761
2,PG,ARQ,2019-04-23,103.16,2745000000.0,66121000000,55552000000,1.07,16462000000.0,2745000000.0,30270000000,258759298454.0,55552000000,121673000000,2765000000.0,8035000000.0,0.167,4.658,2.9092896174863387,0.21468600483887754,2.190254176267281,0.04941316244239631
3,PG,ARQ,2019-01-23,94.84,3194000000.0,69244000000,54443000000,1.25,17438000000.0,3194000000.0,33627000000,237249819602.0,54443000000,123687000000,3306000000.0,8519000000.0,0.183,4.358,0.14057608015028178,0.22947541157810453,2.271862314714472,0.05866686259023199
4,PG,ARQ,2018-10-19,87.3,3199000000.0,65936000000,52504000000,1.26,16690000000.0,3199000000.0,31287000000,217499947122.0,52504000000,118440000000,2487000000.0,8206000000.0,0.192,4.143,0.0015629884338855893,0.24139775983738274,2.255828127380771,0.06092869114734115
5,PG,ARQ,2018-08-07,82.64,1891000000.0,65427000000,52883000000,0.73,16503000000.0,1891000000.0,31286000000,205609261270.0,52883000000,118310000000,3292000000.0,7474000000.0,0.115,3.888,-0.6916975145425701,0.2572014493576513,2.2372028818334813,0.035758183159049224
6,PG,ARQ,2018-04-19,74.95,2511000000.0,69423000000,54946000000,0.97,16281000000.0,2511000000.0,35299000000,188469230726.0,54946000000,124369000000,2443000000.0,7938000000.0,0.154,3.43,0.24691358024691357,0.29153830462587016,2.263476868197867,0.04569941397007971
7,PG,ARQ,2018-01-23,89.05,2495000000.0,71923000000,54721000000,0.96,17395000000.0,2495000000.0,37733000000,224495380019.0,54721000000,126644000000,2916000000.0,8728000000.0,0.143,4.103,-0.006412825651302605,0.24375111859927243,2.314358290235924,0.045594926993293254
8,PG,ARQ,2017-10-20,88.25,2853000000.0,67436000000,55415000000,1.09,16653000000.0,2853000000.0,34214000000,223886550560.0,55415000000,122851000000,2499000000.0,8424000000.0,0.171,4.04,0.1254819488257974,0.24751375132357123,2.2169268248669134,0.05148425516556889
9,PG,ARQ,2017-08-07,91.44,2215000000.0,64628000000,55778000000,0.85,16079000000.0,2215000000.0,31592000000,233173301191.0,55778000000,120406000000,2534000000.0,7780000000.0,0.138,4.18,-0.2880361173814898,0.23921263590255723,2.1586647065151134,0.039710997167341965
10,PG,ARQ,2017-04-26,87.74,2522000000.0,63543000000,54548000000,0.96,15605000000.0,2522000000.0,30414000000,224405086403.0,54548000000,118091000000,2239000000.0,7769000000.0,0.162,4.114,0.12172878667724028,0.2430782691887806,2.164900637970228,0.046234509056244044
11,PG,ARQ,2017-01-20,87.45,7875000000.0,63289000000,53744000000,3.01,16856000000.0,7875000000.0,29467000000,223563932889.0,53744000000,117033000000,2255000000.0,8558000000.0,0.467,4.16,0.6797460317460318,0.24039655818134142,2.1776012206013693,0.14652798451920215
12,PG,ARQ,2016-10-25,86.97,2714000000.0,70092000000,58951000000,0.99,16518000000.0,2714000000.0,31125000000,232731069812.0,58951000000,129043000000,2341000000.0,8416000000.0,0.164,3.948,-1.9016212232866618,0.2533009453684915,2.1889874641651543,0.046038235144442
13,PG,ARQ,2016-08-09,85.99,1951000000.0,69153000000,57983000000,0.71,16102000000.0,1951000000.0,30598000000,229485909239.0,57983000000,127136000000,2848000000.0,7720000000.0,0.121,3.958,-0.3910814966683752,0.25266475049504294,2.1926426711277442,0.03364779331873135
14,PG,ARQ,2016-04-26,79.55,2750000000.0,67655000000,59853000000,1.0,15755000000.0,2750000000.0,32815000000,211750315861.0,59853000000,127508000000,2478000000.0,7840000000.0,0.175,3.538,0.29054545454545455,0.28265837411685146,2.1303526974420666,0.045945900790269494
15,PG,ARQ,2016-01-26,78.81,3206000000.0,66841000000,62302000000,1.16,16915000000.0,3206000000.0,31526000000,213146811784.0,62302000000,129143000000,3789000000.0,8455000000.0,0.19,3.421,0.14223331253898938,0.29229618533133855,2.0728548040191326,0.05145902218227344
16,PG,ARQ,2015-10-23,77.03,2601000000.0,66311000000,62954000000,0.93,16527000000.0,2601000000.0,30487000000,209565718393.0,62954000000,129265000000,3006000000.0,8375000000.0,0.157,3.329,-0.23260284505959247,0.30040218640122207,2.053324649744258,0.04131588143723989
17,PG,ARQ,2015-08-07,75.48,521000000.0,66445000000,63050000000,0.17,17790000000.0,521000000.0,30350000000,204744159607.0,63050000000,129495000000,2714000000.0,8533000000.0,0.029,3.247,-3.9923224568138194,0.30794529192443143,2.0538461538461537,0.008263283108643934
18,PG,ARQ,2015-04-23,80.95,2153000000.0,67557000000,63380000000,0.77,18142000000.0,2153000000.0,32439000000,219616993010.0,63380000000,130937000000,2732000000.0,8815000000.0,0.119,3.465,0.7580120761727822,0.288593333017332,2.0659040706847587,0.033969706532029034
19,PG,ARQ,2015-01-27,86.49,2372000000.0,71451000000,64812000000,0.85,20161000000.0,2372000000.0,34453000000,233567099002.0,64812000000,136263000000,2603000000.0,10078000000.0,0.118,3.604,0.09232715008431704,0.27748771242582,2.1024347343084613,0.03659816083441338
20,PG,ARQ,2014-10-24,85.16,1990000000.0,71354000000,66829000000,0.71,20792000000.0,1990000000.0,33232000000,230112431302.0,66829000000,138183000000,2823000000.0,10240000000.0,0.096,3.443,-0.19195979899497487,0.2904189035849762,2.067710125843571,0.02977749180744886
21,PG,ARQ,2014-08-08,80.95,2579000000.0,74290000000,69976000000,0.93,19018000000.0,2579000000.0,35417000000,219184456680.0,69976000000,144266000000,3265000000.0,9099000000.0,0.136,3.132,0.2283830942225669,0.3192562148791508,2.0616497084714758,0.036855493311992685
22,PG,ARQ,2014-04-23,80.36,2609000000.0,73156000000,70041000000,0.94,20559000000.0,2609000000.0,36365000000,217450967779.0,70041000000,143197000000,3165000000.0,9958000000.0,0.127,3.105,0.011498658489842852,0.32210019902594383,2.044473950971574,0.03724961094216245
0,PFE,ARQ,2019-08-08,36.87,5046000000.0,96274000000,59568000000,0.91,13264000000.0,5046000000.0,46675000000,203929752775.0,59568000000,156199000000,2023000000.0,10688000000.0,0.38,3.423,,0.29210058458572563,2.622196481332259,0.084709911361805
1,PFE,ARQ,2019-05-09,40.64,3884000000.0,96263000000,58806000000,0.69,13118000000.0,3884000000.0,45143000000,225955522282.0,58806000000,155421000000,1080000000.0,10685000000.0,0.296,3.842,-0.29917610710607623,0.26025475901672435,2.642944597490052,0.06604768220929837
2,PFE,ARQ,2019-02-28,43.35,-393000000.0,95664000000,63407000000,-0.06,13977000000.0,-393000000.0,41740000000,240670737646.0,63407000000,159422000000,3946000000.0,10902000000.0,-0.028,3.796,10.882951653944021,0.26345953238928727,2.5142649865156845,-0.0061980538426356716
3,PFE,ARQ,2018-11-08,43.85,4114000000.0,96174000000,71319000000,0.7,13298000000.0,4114000000.0,41037000000,253473810245.0,71319000000,167838000000,4697000000.0,10604000000.0,0.309,3.554,1.095527467185221,0.28136634680744826,2.3533420266689102,0.057684488004599056
4,PFE,ARQ,2018-08-09,41.0,3872000000.0,94856000000,69778000000,0.66,13466000000.0,3872000000.0,40518000000,240346489623.0,69778000000,164980000000,3391000000.0,10550000000.0,0.288,3.444,-0.0625,0.2903225260724698,2.3643555275301673,0.05549026913927026
5,PFE,ARQ,2018-05-10,35.04,3561000000.0,94071000000,70184000000,0.6,12906000000.0,3561000000.0,40841000000,204968969522.0,70184000000,164612000000,1597000000.0,10343000000.0,0.276,2.92,-0.08733501825329963,0.3424128060148486,2.3454348569474526,0.05073805995668528
6,PFE,ARQ,2018-02-22,35.74,12274000000.0,100141000000,71308000000,2.06,13703000000.0,12274000000.0,43491000000,212755386201.0,71308000000,171797000000,5969000000.0,10443000000.0,0.896,2.984,0.7098745315300635,0.3351642525873915,2.4092247714141473,0.17212654961575138
7,PFE,ARQ,2017-11-09,35.2,2840000000.0,111041000000,60770000000,0.48,13168000000.0,2840000000.0,43951000000,209816897558.0,60770000000,172151000000,4290000000.0,10321000000.0,0.216,3.453,-3.321830985915493,0.2896334885668646,2.8328286983709066,0.04673358565081455
8,PFE,ARQ,2017-08-10,33.42,3073000000.0,109863000000,58368000000,0.52,12896000000.0,3073000000.0,43705000000,198760405385.0,58368000000,168558000000,2763000000.0,10233000000.0,0.238,3.405,0.07582167263260657,0.2936600973767429,2.8878495065789473,0.052648711622807015
9,PFE,ARQ,2017-05-11,33.04,3121000000.0,110038000000,58435000000,0.52,12779000000.0,3121000000.0,44010000000,197177581289.0,58435000000,168784000000,1231000000.0,10309000000.0,0.244,3.374,0.01537968599807754,0.29635722082599625,2.8884059211089244,0.053409771541028495
10,PFE,ARQ,2017-02-23,34.06,860000000.0,111776000000,59544000000,0.14,13628000000.0,860000000.0,42086000000,202720766246.0,59544000000,171615000000,5203000000.0,10410000000.0,0.063,3.405,-2.6290697674418606,0.2937242252120527,2.882154373236598,0.014443100900174661
11,PFE,ARQ,2016-11-10,33.49,1320000000.0,114829000000,63306000000,0.22,13045000000.0,1320000000.0,44070000000,203229213371.0,63306000000,178430000000,4267000000.0,9960000000.0,0.101,3.21,0.3484848484848485,0.3115004922271353,2.818532208637412,0.020851104160743057
12,PFE,ARQ,2016-08-11,35.15,2019000000.0,107592000000,62769000000,0.33,13147000000.0,2019000000.0,44181000000,213207682704.0,62769000000,170658000000,3082000000.0,9973000000.0,0.154,3.397,0.3462109955423477,0.29440308718679387,2.718826172155045,0.0321655594322038
13,PFE,ARQ,2016-05-12,33.19,3016000000.0,99582000000,63068000000,0.49,13005000000.0,3016000000.0,39370000000,201292350292.0,63068000000,162929000000,1350000000.0,10154000000.0,0.232,3.192,0.33057029177718833,0.3133154335398831,2.583386186338555,0.047821399124754235
14,PFE,ARQ,2016-02-29,29.67,-172000000.0,102463000000,64720000000,-0.02,14047000000.0,-172000000.0,38978000000,183483433533.0,64720000000,167460000000,4051000000.0,10637000000.0,-0.012,2.835,18.53488372093023,0.3527293922606911,2.5874536464771323,-0.002657601977750309
15,PFE,ARQ,2015-11-05,34.15,2130000000.0,103743000000,66838000000,0.35,12087000000.0,2130000000.0,38897000000,210808016661.0,66838000000,170867000000,4699000000.0,9868000000.0,0.176,3.154,1.0807511737089202,0.31705625364087586,2.5564349621472813,0.03186809898560699
16,PFE,ARQ,2015-08-06,35.17,2626000000.0,93698000000,66894000000,0.43,11853000000.0,2626000000.0,35123000000,216905620649.0,66894000000,160878000000,3827000000.0,9673000000.0,0.222,3.243,0.18888042650418888,0.3084014134804229,2.4049690555206746,0.0392561365742817
17,PFE,ARQ,2015-05-07,33.58,2376000000.0,93053000000,67304000000,0.38,10864000000.0,2376000000.0,35925000000,206774556350.0,67304000000,160640000000,439000000.0,9026000000.0,0.219,3.072,-0.10521885521885523,0.3254945927006459,2.386782360632355,0.03530250802329728
18,PFE,ARQ,2015-02-27,34.32,1228000000.0,97652000000,71301000000,0.2,13118000000.0,1228000000.0,36682000000,210342317053.0,71301000000,169274000000,5002000000.0,10416000000.0,0.094,2.95,-0.9348534201954397,0.3389760130009135,2.374076099914447,0.017222759849090476
19,PFE,ARQ,2014-11-06,30.04,2666000000.0,93057000000,77988000000,0.42,12361000000.0,2666000000.0,37055000000,189271743399.0,77988000000,171362000000,3902000000.0,9993000000.0,0.216,2.427,0.5393848462115529,0.4120424876923918,2.197286762065959,0.0341847463712366
20,PFE,ARQ,2014-08-07,28.04,2912000000.0,95656000000,76633000000,0.46,12773000000.0,2912000000.0,37828000000,177797802053.0,76633000000,172612000000,3759000000.0,10311000000.0,0.228,2.32,0.08447802197802198,0.43101207728741414,2.2524499889081726,0.037999295342737466
21,PFE,ARQ,2014-05-08,29.17,2329000000.0,93740000000,77769000000,0.36,11353000000.0,2329000000.0,36968000000,186067212607.0,77769000000,171808000000,2637000000.0,9308000000.0,0.205,2.393,-0.25032202662086733,0.41796186931793844,2.2092093250523988,0.029947665522251796
0,AXP,ARQ,2019-10-21,116.76,1755000000.0,171159000000,23025000000,2.09,10110000000.0,1755000000.0,61292000000,95541300710.0,23025000000,194184000000,-1415000000.0,10110000000.0,0.174,4.149,,0.24099525366405283,8.433615635179153,0.0762214983713355
1,AXP,ARQ,2019-07-23,128.2,1761000000.0,174511000000,23092000000,2.07,9977000000.0,1761000000.0,60563000000,106364166673.0,23092000000,197603000000,2438000000.0,9977000000.0,0.177,4.606,0.0034071550255536627,0.217103191068029,8.5572059587736,0.07626017668456608
2,AXP,ARQ,2019-04-23,113.97,1550000000.0,174975000000,22218000000,1.81,9555000000.0,1550000000.0,60446000000,95174129144.0,22218000000,197193000000,8199000000.0,9555000000.0,0.162,4.284,-0.13612903225806453,0.23344579246303168,8.875371320550904,0.06976325501845351
3,AXP,ARQ,2019-02-13,107.56,2010000000.0,166312000000,22290000000,2.33,9520000000.0,2010000000.0,61523000000,90712734253.0,22290000000,188602000000,-1691000000.0,9520000000.0,0.211,4.07,0.22885572139303484,0.24572073792674634,8.461283086585913,0.0901749663526245
4,AXP,ARQ,2018-10-23,104.38,1654000000.0,167632000000,21460000000,1.89,9327000000.0,1654000000.0,57592000000,89167846997.0,21460000000,189092000000,4751000000.0,9327000000.0,0.177,4.155,-0.21523579201934703,0.24066971136717039,8.811369990680335,0.07707362534948742
5,AXP,ARQ,2018-07-24,101.71,1623000000.0,163969000000,20892000000,1.85,9196000000.0,1623000000.0,57855000000,87577827768.0,20892000000,184861000000,2734000000.0,9196000000.0,0.176,4.192,-0.019100431300061615,0.23855353041347885,8.848410874976068,0.07768523836875359
6,AXP,ARQ,2018-04-25,98.78,1634000000.0,160343000000,19613000000,1.86,8943000000.0,1634000000.0,54313000000,84986578610.0,19613000000,179956000000,1826000000.0,8943000000.0,0.183,4.333,0.006731946144430845,0.23077761595749455,9.175342884821292,0.08331208892061388
7,AXP,ARQ,2018-02-16,96.79,-1197000000.0,162932000000,18227000000,-1.34,8006000000.0,-1197000000.0,59082000000,83266388730.0,18227000000,181159000000,4709000000.0,8006000000.0,-0.15,4.568,2.365079365079365,0.2188998499635064,9.939046469523234,-0.0656718055631755
8,AXP,ARQ,2017-10-24,93.86,1356000000.0,147492000000,21085000000,1.51,7667000000.0,1356000000.0,51114000000,81470128025.0,21085000000,168577000000,4023000000.0,7667000000.0,0.177,3.864,1.8827433628318584,0.2588065160954434,7.9951150106710935,0.06431112165046242
9,AXP,ARQ,2017-07-25,85.41,1340000000.0,145822000000,21175000000,1.47,7723000000.0,1340000000.0,55371000000,75500701394.0,21175000000,166997000000,2863000000.0,7723000000.0,0.174,3.566,-0.011940298507462687,0.2804609706802375,7.886517119244392,0.06328217237308147
10,AXP,ARQ,2017-04-27,80.33,1237000000.0,140450000000,20935000000,1.34,7316000000.0,1237000000.0,55247000000,71797282011.0,20935000000,161385000000,883000000.0,7316000000.0,0.169,3.43,-0.08326596604688763,0.29158485410064083,7.708860759493671,0.05908765225698591
11,AXP,ARQ,2017-02-17,79.71,825000000.0,138392000000,20501000000,0.9,7397000000.0,825000000.0,52571000000,71840292120.0,20501000000,158893000000,2938000000.0,7397000000.0,0.112,3.504,-0.4993939393939394,0.28536910687606487,7.750499975610945,0.040241939417589384
